CustomerID,Gender,InvoiceDate,InvoiceNumber,ProductID,Quantity,Price,Total,OrderStatus,Country,TrafficSource,SessionDuration,DeviceCategory,Device,OS,DeliveryRating,ProductRating,Sales,category,Previous_Purchases,Cart_Addition_Count,Discount_Usage
8720,Male,6/28/2020,48511487,66,2,56.01,112.02,Cancelled,China,Social Media,2.07,Computer,Desktop,Windows,0,0,0.0,Clothing,27,6,1
6367,Female,6/29/2020,94711400,20,3,81.89,245.67,Completed,Taiwan,Organic Search,9.22,Mobile,Smart Phone,Android,5,5,245.67,Electronics,45,8,0
4012,Male,6/29/2020,39354678,41,1,32.33,32.33,Completed,Switzerland,Organic Search,6.6,Computer,Laptop,Windows,4,5,32.33,Home,31,5,1
3526,Male,6/30/2020,46966434,51,3,50.59,151.77,Completed,Italy,Organic Search,8.61,Computer,Desktop,Windows,3,5,151.77,Clothing,4,2,0
2906,Male,7/01/2020,65457211,75,3,32.34,97.02,Completed,France,Social Media,3.03,Computer,Desktop,Windows,3,4,97.02,Clothing,37,4,1
8896,Female,7/02/2020,81539559,36,1,48.16,48.16,Completed,Japan,Social Media,6.39,Computer,Laptop,Windows,1,5,48.16,Beauty,9,3,0
7482,Male,7/03/2020,13635255,2,3,33.11,99.33,Completed,Australia,Paid Advertisment,5.59,Mobile,Tablet,Windows,3,4,99.33,Electronics,39,4,0
3625,Male,7/03/2020,18317559,99,2,36.83,73.66,In Process,Canada,Organic Search,2.52,Mobile,Tablet,Windows,0,0,0.0,Clothing,45,7,1
9284,Female,7/03/2020,98647292,18,3,1.97,5.91,Returned,Spain,Social Media,1.23,Mobile,Tablet,Windows,0,0,0.0,Home,23,7,1
9282,Male,7/03/2020,84878232,94,1,17.63,17.63,Completed,Japan,Social Media,8.88,Computer,Desktop,Windows,3,3,17.63,Beauty,34,5,0
2023,Male,7/04/2020,17016278,30,2,6.08,12.16,Completed,Russia,Organic Search,7.25,Computer,Desktop,Windows,4,5,12.16,Electronics,43,0,0
6005,Male,7/05/2020,90330935,91,1,67.48,67.48,Completed,Canada,Organic Search,8.89,Computer,Laptop,Windows,5,4,67.48,Sports,47,7,1
5928,Male,7/06/2020,57382625,30,3,6.08,18.24,Completed,Canada,Social Media,4.62,Mobile,Smart Phone,Android,3,3,18.24,Home,22,7,1
7913,Male,7/06/2020,38844229,78,1,19.66,19.66,Completed,Italy,Paid Advertisment,6.98,Computer,Desktop,Windows,4,5,19.66,Clothing,16,1,1
6790,Female,7/07/2020,11560210,24,2,99.58,199.16,In Process,Australia,Organic Search,0.09,Computer,Laptop,Windows,0,0,0.0,Clothing,0,3,1
7574,Male,7/08/2020,16927737,22,2,41.48,82.96,Cancelled,Australia,Organic Search,8.91,Computer,Desktop,Windows,0,0,0.0,Home,30,1,0
4527,Female,7/08/2020,25359427,86,1,93.47,93.47,Completed,Brazil,Social Media,6.06,Computer,Laptop,Windows,5,5,93.47,Clothing,30,3,0
9400,Female,7/08/2020,66751254,94,1,17.63,17.63,Cancelled,Germany,Organic Search,2.99,Computer,Desktop,Windows,0,0,0.0,Beauty,41,9,0
6334,Male,7/08/2020,31825201,84,2,32.88,65.76,Completed,Japan,Organic Search,6.67,Computer,Laptop,Windows,4,5,65.76,Electronics,41,6,1
6201,Female,7/09/2020,72944505,33,3,28.56,85.68,Completed,Australia,Paid Advertisment,9.94,Computer,Laptop,Windows,3,3,85.68,Beauty,33,8,1
8403,Male,7/10/2020,21304935,40,2,89.85,179.7,Completed,Mexico,Paid Advertisment,4.2,Mobile,Smart Phone,Android,4,5,179.7,Clothing,8,7,0
1729,Male,7/10/2020,12178046,29,3,1.91,5.73,Completed,Mexico,Organic Search,0.76,Computer,Desktop,Windows,4,5,5.73,Sports,21,8,0
9028,Male,7/11/2020,45343980,14,2,89.76,179.52,Completed,Japan,Paid Advertisment,5.13,Computer,Desktop,Windows,5,5,179.52,Electronics,12,7,0
5217,Male,7/12/2020,37513307,19,3,13.2,39.6,Completed,Spain,Social Media,8.26,Mobile,Tablet,Windows,5,2,39.6,Electronics,24,1,0
9345,Male,7/13/2020,48278772,77,2,20.4,40.8,In Process,Mexico,Organic Search,3.66,Computer,Laptop,Windows,0,0,0.0,Home,47,6,0
2100,Male,7/13/2020,60348600,35,1,78.78,78.78,Completed,Poland,Social Media,2.48,Computer,Desktop,Windows,5,5,78.78,Home,17,1,0
6477,Male,7/13/2020,82436207,5,2,11.97,23.94,Completed,Poland,Social Media,4.81,Computer,Desktop,Linux,5,5,23.94,Sports,11,1,1
4264,Male,7/14/2020,91522281,42,1,74.77,74.77,Completed,Brazil,Paid Advertisment,6.47,Computer,Laptop,Windows,5,3,74.77,Electronics,39,3,0
7500,Male,7/14/2020,59177974,43,2,30.66,61.32,Returned,United States,Social Media,9.89,Computer,Desktop,Linux,0,0,0.0,Sports,16,0,0
4350,Male,7/15/2020,94851519,96,1,36.96,36.96,Completed,United Kingdom,Organic Search,5.26,Computer,Desktop,Mac,5,4,36.96,Home,14,4,0
7952,Female,7/15/2020,35910351,74,2,33.51,67.02,In Process,Italy,Organic Search,9.74,Computer,Laptop,Windows,0,0,0.0,Home,41,5,0
2493,Female,7/16/2020,67532345,100,3,98.59,295.77,In Process,France,Organic Search,1.06,Computer,Desktop,Windows,0,0,0.0,Electronics,14,8,0
7112,Male,7/17/2020,77569365,96,1,36.96,36.96,Cancelled,Japan,Organic Search,7.43,Computer,Desktop,Windows,0,0,0.0,Beauty,14,9,0
8437,Male,7/17/2020,81708614,49,2,99.72,199.44,Completed,Russia,Organic Search,6.96,Computer,Desktop,Mac,4,4,199.44,Clothing,38,7,0
5975,Male,7/17/2020,36834756,19,1,13.2,13.2,In Process,Poland,Social Media,1.44,Computer,Desktop,Windows,0,0,0.0,Home,12,1,1
8309,Male,7/18/2020,89586690,56,2,87.34,174.68,Completed,Japan,Organic Search,6.95,Computer,Laptop,Windows,1,5,174.68,Home,16,0,0
9598,Male,7/18/2020,17514469,32,2,91.37,182.74,Completed,United States,Organic Search,7.41,Computer,Laptop,Windows,5,5,182.74,Beauty,31,1,1
3160,Male,7/18/2020,89137683,56,1,87.34,87.34,Completed,South Korea,Organic Search,1.69,Computer,Desktop,Windows,4,3,87.34,Beauty,8,6,1
3492,Male,7/18/2020,20192901,69,3,96.47,289.41,Cancelled,Canada,Organic Search,2.35,Computer,Laptop,Linux,0,0,0.0,Sports,39,3,1
3316,Male,7/19/2020,27548364,46,2,9.88,19.76,Returned,United States,Organic Search,5.3,Computer,Laptop,Linux,0,0,0.0,Sports,19,9,0
4648,Male,7/19/2020,93726294,45,3,3.67,11.01,In Process,Canada,Organic Search,2.47,Mobile,Smart Phone,Android,0,0,0.0,Clothing,25,4,0
9352,Female,7/20/2020,40911780,42,2,74.77,149.54,Completed,Russia,Organic Search,5.89,Computer,Laptop,Windows,4,4,149.54,Clothing,26,6,0
4479,Female,7/21/2020,78592538,84,3,32.88,98.64,Returned,Australia,Social Media,9.65,Mobile,Smart Phone,Android,0,0,0.0,Electronics,20,2,0
3412,Male,7/21/2020,89633854,20,2,81.89,163.78,Cancelled,China,Organic Search,4.31,Mobile,Tablet,Windows,0,0,0.0,Sports,17,9,0
5472,Male,7/22/2020,89239908,69,3,96.47,289.41,Completed,United States,Paid Advertisment,3.19,Computer,Desktop,Windows,4,5,289.41,Home,12,1,0
7415,Male,7/23/2020,81189113,13,3,41.29,123.87,Completed,Netherlands,Organic Search,4.19,Computer,Desktop,Windows,5,3,123.87,Sports,15,6,0
9200,Male,7/23/2020,60544778,48,1,31.26,31.26,Returned,India,Organic Search,3.38,Computer,Laptop,Linux,0,0,0.0,Home,8,4,0
6143,Female,7/24/2020,49556841,46,2,9.88,19.76,Completed,Japan,Organic Search,0.74,Mobile,Smart Phone,Android,4,4,19.76,Beauty,11,0,0
6930,Male,7/25/2020,18621742,40,2,89.85,179.7,Cancelled,Vietnam,Organic Search,6.64,Computer,Laptop,Windows,0,0,0.0,Sports,43,0,0
3375,Male,7/25/2020,67833913,44,1,52.78,52.78,Completed,United States,Organic Search,9.51,Computer,Desktop,Linux,5,5,52.78,Beauty,37,8,1
8919,Male,7/26/2020,27097366,74,3,33.51,100.53,Completed,Spain,Paid Advertisment,2.54,Mobile,Smart Phone,Android,3,5,100.53,Clothing,18,4,0
6782,Female,7/26/2020,94765925,30,3,6.08,18.24,Completed,Poland,Social Media,1.35,Computer,Desktop,Mac,4,5,18.24,Clothing,6,0,0
9428,Female,7/26/2020,18662293,64,3,35.23,105.69,Returned,Turkey,Organic Search,9.71,Computer,Laptop,Windows,0,0,0.0,Electronics,34,6,0
7062,Female,7/27/2020,35779628,67,1,17.22,17.22,Cancelled,Germany,Social Media,7.41,Mobile,Tablet,iOS,0,0,0.0,Sports,47,8,1
4649,Female,7/28/2020,99287664,12,1,86.11,86.11,In Process,South Korea,Organic Search,2.7,Computer,Laptop,Windows,0,0,0.0,Beauty,17,0,0
1917,Female,7/28/2020,80114247,6,1,8.07,8.07,In Process,Philippines,Paid Advertisment,6.23,Computer,Desktop,Windows,0,0,0.0,Home,15,9,0
8779,Female,7/29/2020,75559537,81,3,52.96,158.88,Completed,United Kingdom,Social Media,1.93,Computer,Laptop,Windows,4,4,158.88,Clothing,38,3,1
3753,Male,7/29/2020,87278825,58,3,74.55,223.65,In Process,Germany,Organic Search,4.37,Mobile,Tablet,Android,0,0,0.0,Clothing,3,2,0
4207,Female,7/29/2020,22384056,93,3,67.46,202.38,Cancelled,Canada,Social Media,2.5,Mobile,Tablet,Android,0,0,0.0,Home,24,4,1
7042,Male,7/30/2020,76757192,79,1,33.28,33.28,Completed,Russia,Organic Search,3.28,Mobile,Tablet,Windows,4,5,33.28,Beauty,31,6,1
8715,Male,7/30/2020,44872648,70,3,63.88,191.64,Completed,Vietnam,Social Media,9.48,Computer,Laptop,Windows,3,5,191.64,Beauty,39,7,1
8258,Female,7/31/2020,64021753,99,1,36.83,36.83,Cancelled,Taiwan,Social Media,5.43,Computer,Desktop,Mac,0,0,0.0,Sports,12,1,1
8663,Male,7/31/2020,73059414,88,3,40.95,122.85,Completed,Germany,Organic Search,4.47,Computer,Desktop,Windows,4,3,122.85,Sports,44,6,0
5139,Male,7/31/2020,74177553,47,2,64.64,129.28,Cancelled,India,Paid Advertisment,1.52,Mobile,Tablet,Windows,0,0,0.0,Electronics,16,0,1
3659,Male,7/31/2020,62746269,83,1,1.22,1.22,Returned,Thailand,Organic Search,7.96,Mobile,Smart Phone,Android,0,0,0.0,Clothing,48,6,1
5679,Male,8/01/2020,82107637,98,1,85.04,85.04,Completed,Netherlands,Organic Search,3.48,Computer,Laptop,Windows,3,3,85.04,Sports,36,7,0
1477,Male,8/02/2020,86377828,75,2,32.34,64.68,Completed,Brazil,Organic Search,3.14,Computer,Laptop,Windows,2,5,64.68,Beauty,5,1,0
2278,Male,8/03/2020,16508172,88,2,40.95,81.9,Completed,Mexico,Paid Advertisment,5.97,Computer,Laptop,Windows,3,3,81.9,Home,18,8,0
9485,Female,8/03/2020,62998351,85,3,68.31,204.93,Returned,Thailand,Organic Search,0.98,Computer,Laptop,Windows,0,0,0.0,Beauty,12,0,1
4006,Female,8/04/2020,46036986,59,3,79.57,238.71,In Process,Germany,Organic Search,5.78,Computer,Laptop,Windows,0,0,0.0,Clothing,25,5,0
9538,Male,8/04/2020,94123840,26,2,34.43,68.86,Returned,Italy,Organic Search,2.54,Computer,Desktop,Linux,0,0,0.0,Beauty,13,0,1
4000,Male,8/04/2020,18692741,97,3,56.74,170.22,Completed,Japan,Organic Search,1.3,Mobile,Smart Phone,Android,4,4,170.22,Electronics,30,2,1
1154,Female,8/04/2020,71151354,21,3,98.91,296.73,Completed,Japan,Social Media,4.87,Computer,Desktop,Windows,5,5,296.73,Clothing,3,5,0
4118,Male,8/05/2020,86947243,99,2,36.83,73.66,In Process,Australia,Paid Advertisment,7.24,Mobile,Smart Phone,Android,0,0,0.0,Home,38,2,0
9146,Male,8/05/2020,72798097,1,3,81.91,245.73,In Process,Belgium,Social Media,8.08,Computer,Laptop,Windows,0,0,0.0,Electronics,7,7,0
8365,Male,8/06/2020,92591001,20,1,81.89,81.89,Returned,Russia,Paid Advertisment,0.97,Computer,Desktop,Windows,0,0,0.0,Clothing,24,4,0
1587,Male,8/06/2020,85163030,52,3,20.15,60.45,Completed,Netherlands,Social Media,3.18,Mobile,Tablet,Android,5,4,60.45,Home,12,1,0
3472,Male,8/07/2020,40441648,28,2,5.32,10.64,Completed,Germany,Paid Advertisment,8.9,Computer,Desktop,Windows,5,3,10.64,Electronics,31,3,0
2078,Male,8/07/2020,54623097,64,3,35.23,105.69,Completed,Argentina,Organic Search,4.6,Computer,Desktop,Linux,5,5,105.69,Electronics,37,8,1
5647,Male,8/08/2020,98373607,94,2,17.63,35.26,Completed,United Kingdom,Organic Search,0.5,Computer,Desktop,Linux,3,5,35.26,Clothing,37,3,1
8255,Male,8/08/2020,38448216,60,1,91.28,91.28,Cancelled,China,Social Media,0.82,Computer,Desktop,Windows,0,0,0.0,Sports,27,9,0
6294,Female,8/08/2020,31097092,44,3,52.78,158.34,In Process,United States,Paid Advertisment,8.58,Mobile,Tablet,Windows,0,0,0.0,Electronics,29,9,1
7942,Female,8/09/2020,23306276,81,1,52.96,52.96,Completed,Australia,Social Media,1.05,Computer,Desktop,Windows,5,5,52.96,Electronics,2,7,1
4767,Female,8/10/2020,36253147,4,1,32.43,32.43,Completed,Vietnam,Social Media,3.15,Mobile,Tablet,Windows,5,5,32.43,Home,27,4,1
8286,Female,8/11/2020,79709070,86,2,93.47,186.94,Completed,Switzerland,Organic Search,4.67,Computer,Laptop,Windows,5,3,186.94,Beauty,2,9,1
9522,Female,8/11/2020,20554846,45,2,3.67,7.34,In Process,Brazil,Organic Search,9.81,Computer,Laptop,Linux,0,0,0.0,Clothing,44,0,1
7099,Male,8/12/2020,30074346,8,3,67.18,201.54,In Process,Turkey,Social Media,7.16,Computer,Desktop,Windows,0,0,0.0,Clothing,33,6,1
3438,Male,8/13/2020,84401074,41,2,32.33,64.66,Cancelled,Spain,Social Media,8.94,Computer,Desktop,Windows,0,0,0.0,Sports,15,2,0
8023,Male,8/14/2020,95336060,23,2,95.72,191.44,Completed,Argentina,Paid Advertisment,0.32,Computer,Laptop,Windows,4,5,191.44,Sports,21,9,0
2859,Male,8/14/2020,39031343,58,1,74.55,74.55,Returned,Vietnam,Organic Search,2.49,Computer,Desktop,Windows,0,0,0.0,Clothing,31,7,0
2855,Male,8/15/2020,64563187,85,2,68.31,136.62,Completed,France,Paid Advertisment,6.32,Computer,Laptop,Windows,5,5,136.62,Sports,37,2,1
3629,Male,8/15/2020,42699162,43,2,30.66,61.32,Cancelled,Taiwan,Paid Advertisment,9.49,Computer,Laptop,Windows,0,0,0.0,Home,7,0,0
2068,Male,8/16/2020,57429491,35,3,78.78,236.34,Completed,Canada,Paid Advertisment,5.11,Mobile,Smart Phone,Android,3,4,236.34,Clothing,7,4,0
6373,Female,8/16/2020,35284058,20,2,81.89,163.78,In Process,Italy,Social Media,9.53,Mobile,Tablet,Android,0,0,0.0,Sports,5,1,0
9342,Male,8/17/2020,28320137,47,2,64.64,129.28,Completed,Germany,Organic Search,4.4,Computer,Laptop,Windows,3,4,129.28,Clothing,13,3,1
5673,Male,8/17/2020,69349304,13,3,41.29,123.87,In Process,Canada,Organic Search,3.22,Mobile,Tablet,Windows,0,0,0.0,Beauty,31,0,0
6894,Male,8/18/2020,39739010,13,1,41.29,41.29,Completed,Mexico,Paid Advertisment,1.48,Computer,Laptop,Windows,4,4,41.29,Electronics,34,8,1
2556,Male,8/19/2020,88632254,31,2,43.5,87.0,Completed,India,Social Media,3.11,Mobile,Smart Phone,Android,4,5,87.0,Clothing,9,5,0
7049,Male,8/19/2020,75473433,9,3,73.83,221.49,Completed,Japan,Organic Search,2.68,Computer,Laptop,Windows,2,5,221.49,Electronics,2,7,0
8633,Female,8/19/2020,25162680,90,1,21.51,21.51,In Process,Japan,Social Media,5.43,Computer,Desktop,Windows,0,0,0.0,Sports,11,3,0
4190,Male,8/19/2020,93378680,36,1,48.16,48.16,Cancelled,Indonesia,Organic Search,7.42,Computer,Laptop,Linux,0,0,0.0,Electronics,48,8,1
3200,Male,8/20/2020,32157284,6,3,8.07,24.21,Completed,Germany,Social Media,3.87,Computer,Desktop,Windows,4,5,24.21,Clothing,30,1,1
6627,Male,8/21/2020,29510917,64,3,35.23,105.69,Completed,Nigeria,Organic Search,4.89,Computer,Desktop,Mac,5,5,105.69,Beauty,28,8,1
4133,Female,8/21/2020,24369820,28,3,5.32,15.96,Completed,Switzerland,Organic Search,4.71,Mobile,Smart Phone,Android,4,5,15.96,Sports,4,4,1
6364,Male,8/22/2020,82059843,36,1,48.16,48.16,Completed,Mexico,Organic Search,2.85,Computer,Desktop,Windows,4,3,48.16,Clothing,24,5,1
2627,Male,8/22/2020,16557830,70,3,63.88,191.64,Completed,Vietnam,Social Media,1.55,Computer,Laptop,Windows,5,5,191.64,Sports,40,2,0
4780,Female,8/23/2020,20287021,80,1,77.64,77.64,Cancelled,Indonesia,Social Media,9.16,Computer,Desktop,Windows,0,0,0.0,Home,30,3,0
8265,Male,8/23/2020,63664932,32,1,91.37,91.37,Completed,United Kingdom,Social Media,1.05,Computer,Desktop,Windows,4,5,91.37,Electronics,20,5,1
3250,Male,8/24/2020,34629866,10,3,19.34,58.02,Completed,Taiwan,Paid Advertisment,3.6,Computer,Laptop,Windows,5,5,58.02,Home,19,6,1
7855,Male,8/24/2020,23357043,69,3,96.47,289.41,In Process,United States,Social Media,2.68,Computer,Laptop,Windows,0,0,0.0,Clothing,38,0,0
8886,Male,8/24/2020,83321059,69,3,96.47,289.41,Completed,Italy,Paid Advertisment,3.44,Computer,Desktop,Windows,5,2,289.41,Beauty,21,6,1
2891,Male,8/25/2020,73564888,75,3,32.34,97.02,Completed,Mexico,Social Media,6.46,Computer,Laptop,Windows,3,5,97.02,Sports,3,0,0
2171,Male,8/26/2020,99758564,24,3,99.58,298.74,Completed,Germany,Social Media,7.67,Computer,Laptop,Windows,4,4,298.74,Electronics,12,4,1
9657,Male,8/26/2020,49476908,25,2,11.29,22.58,Completed,United Kingdom,Social Media,7.54,Computer,Desktop,Windows,2,3,22.58,Sports,44,5,0
2504,Male,8/26/2020,61879177,55,3,73.53,220.59,Completed,Canada,Social Media,0.04,Computer,Desktop,Windows,4,5,220.59,Clothing,41,1,1
7165,Male,8/27/2020,37087601,78,3,19.66,58.98,Completed,United Kingdom,Organic Search,9.5,Mobile,Tablet,Windows,5,5,58.98,Sports,49,9,1
3759,Female,8/27/2020,54618340,51,1,50.59,50.59,Completed,India,Organic Search,1.44,Computer,Desktop,Linux,5,3,50.59,Electronics,48,8,0
5409,Male,8/28/2020,13907653,88,3,40.95,122.85,Completed,Australia,Paid Advertisment,1.3,Computer,Desktop,Windows,5,3,122.85,Clothing,19,9,0
8097,Male,8/28/2020,30829494,53,1,7.51,7.51,Completed,Germany,Social Media,7.53,Mobile,Tablet,Windows,5,3,7.51,Sports,12,5,1
4213,Male,8/29/2020,69683253,28,2,5.32,10.64,Completed,China,Organic Search,9.39,Computer,Laptop,Linux,5,5,10.64,Beauty,16,6,1
7462,Male,8/30/2020,94023600,74,1,33.51,33.51,In Process,Russia,Organic Search,8.97,Computer,Desktop,Linux,0,0,0.0,Clothing,35,9,0
3925,Male,8/30/2020,13335399,81,1,52.96,52.96,Completed,United States,Organic Search,8.44,Mobile,Smart Phone,Windows,5,4,52.96,Clothing,32,7,1
2697,Female,8/31/2020,56451541,40,2,89.85,179.7,Completed,China,Organic Search,6.9,Computer,Laptop,Windows,5,5,179.7,Beauty,0,9,0
7296,Male,9/01/2020,61642542,61,1,70.34,70.34,In Process,Italy,Social Media,6.85,Computer,Desktop,Linux,0,0,0.0,Home,14,0,0
3732,Male,9/02/2020,59252229,97,3,56.74,170.22,Completed,Germany,Social Media,8.43,Mobile,Tablet,Windows,5,4,170.22,Electronics,12,7,1
7972,Female,9/02/2020,48319546,97,3,56.74,170.22,Completed,Japan,Social Media,7.61,Computer,Laptop,Linux,5,5,170.22,Home,16,3,0
7318,Male,9/03/2020,58327471,9,3,73.83,221.49,Completed,India,Paid Advertisment,1.78,Computer,Desktop,Windows,5,5,221.49,Sports,23,9,0
8778,Male,9/03/2020,44940123,97,3,56.74,170.22,Completed,Thailand,Paid Advertisment,5.6,Computer,Laptop,Windows,4,5,170.22,Beauty,7,7,1
1954,Male,9/04/2020,90170504,70,1,63.88,63.88,Returned,United States,Organic Search,7.27,Computer,Desktop,Mac,0,0,0.0,Home,49,5,0
1206,Male,9/05/2020,77510052,31,1,43.5,43.5,In Process,Japan,Social Media,9.65,Computer,Desktop,Windows,0,0,0.0,Clothing,26,8,0
6796,Male,9/05/2020,30792294,7,3,59.68,179.04,Completed,Australia,Organic Search,5.69,Computer,Laptop,Windows,5,2,179.04,Sports,44,3,0
4539,Male,9/06/2020,13556924,64,2,35.23,70.46,Returned,Germany,Paid Advertisment,7.81,Computer,Desktop,Mac,0,0,0.0,Sports,22,1,0
8961,Female,9/06/2020,29723027,44,2,52.78,105.56,Completed,United Kingdom,Paid Advertisment,4.66,Computer,Desktop,Mac,5,5,105.56,Home,45,1,1
5084,Male,9/07/2020,59943053,17,1,18.86,18.86,Completed,Turkey,Social Media,9.93,Computer,Laptop,Linux,4,5,18.86,Home,7,4,0
9827,Female,9/08/2020,61322485,29,2,1.91,3.82,Completed,Spain,Organic Search,0.51,Mobile,Tablet,Windows,4,4,3.82,Beauty,7,9,1
5305,Female,9/08/2020,16358800,35,3,78.78,236.34,Completed,Japan,Organic Search,6.34,Computer,Laptop,Windows,5,5,236.34,Electronics,25,8,0
6611,Male,9/08/2020,18593690,44,3,52.78,158.34,In Process,Taiwan,Organic Search,0.9,Computer,Desktop,Windows,0,0,0.0,Home,46,2,1
7611,Female,9/09/2020,44600868,95,1,50.48,50.48,Completed,China,Organic Search,6.65,Computer,Laptop,Windows,5,5,50.48,Home,12,7,0
1267,Female,9/10/2020,63024971,92,2,58.5,117.0,Completed,Poland,Organic Search,5.98,Mobile,Tablet,iOS,5,4,117.0,Clothing,38,3,1
1371,Male,9/11/2020,90502748,73,2,30.57,61.14,Cancelled,Japan,Paid Advertisment,4.75,Computer,Laptop,Windows,0,0,0.0,Sports,36,5,0
7220,Male,9/11/2020,28029919,61,2,70.34,140.68,Completed,United Kingdom,Organic Search,8.09,Computer,Laptop,Windows,4,5,140.68,Electronics,48,9,0
5909,Male,9/11/2020,97307702,52,2,20.15,40.3,Cancelled,Switzerland,Organic Search,8.5,Computer,Desktop,Linux,0,0,0.0,Clothing,27,5,0
4944,Male,9/12/2020,81929174,97,3,56.74,170.22,In Process,United Kingdom,Organic Search,1.57,Computer,Desktop,Mac,0,0,0.0,Beauty,24,2,0
7410,Male,9/13/2020,71832058,65,1,38.95,38.95,In Process,Germany,Social Media,7.98,Computer,Desktop,Windows,0,0,0.0,Beauty,15,4,1
3190,Male,9/13/2020,23143121,61,1,70.34,70.34,In Process,India,Organic Search,4.27,Mobile,Smart Phone,Android,0,0,0.0,Home,1,2,1
6731,Male,9/13/2020,73341288,92,2,58.5,117.0,Cancelled,China,Paid Advertisment,2.81,Mobile,Tablet,Android,0,0,0.0,Home,17,0,0
3668,Female,9/14/2020,47610211,78,3,19.66,58.98,Cancelled,Germany,Organic Search,1.71,Computer,Desktop,Windows,0,0,0.0,Beauty,16,6,1
2439,Male,9/14/2020,20551510,18,2,1.97,3.94,In Process,Japan,Social Media,7.06,Computer,Laptop,Windows,0,0,0.0,Home,29,3,0
6796,Male,9/15/2020,25186506,12,1,86.11,86.11,Completed,South Korea,Paid Advertisment,8.39,Mobile,Smart Phone,Windows,5,4,86.11,Electronics,38,6,0
4787,Female,9/15/2020,48724441,88,2,40.95,81.9,Completed,Brazil,Social Media,1.18,Mobile,Tablet,Windows,3,5,81.9,Home,12,2,1
5298,Male,9/16/2020,85613291,88,3,40.95,122.85,In Process,China,Social Media,5.96,Mobile,Tablet,Windows,0,0,0.0,Sports,31,4,1
2547,Male,9/17/2020,94041943,9,2,73.83,147.66,Completed,Canada,Social Media,9.09,Computer,Laptop,Linux,4,3,147.66,Home,49,4,1
7912,Male,9/17/2020,60082692,67,1,17.22,17.22,In Process,Australia,Organic Search,8.94,Mobile,Tablet,Android,0,0,0.0,Clothing,28,1,0
8576,Female,9/18/2020,59146193,77,2,20.4,40.8,Completed,United States,Organic Search,1.92,Computer,Desktop,Mac,5,5,40.8,Electronics,45,9,0
1252,Male,9/19/2020,14168745,80,3,77.64,232.92,Completed,Argentina,Organic Search,8.72,Computer,Desktop,Windows,4,3,232.92,Clothing,29,1,1
9097,Male,9/20/2020,91745460,51,2,50.59,101.18,Completed,Australia,Organic Search,1.17,Mobile,Tablet,Windows,5,5,101.18,Clothing,17,3,0
5549,Female,9/21/2020,29374402,54,3,90.78,272.34,In Process,Canada,Organic Search,5.19,Computer,Laptop,Windows,0,0,0.0,Sports,12,3,1
2720,Male,9/21/2020,57658434,93,3,67.46,202.38,Completed,France,Social Media,7.28,Computer,Laptop,Windows,2,5,202.38,Electronics,42,3,1
2293,Male,9/22/2020,40614992,85,3,68.31,204.93,Completed,Brazil,Social Media,1.47,Computer,Laptop,Windows,5,5,204.93,Electronics,20,5,1
1182,Male,9/23/2020,37324866,74,3,33.51,100.53,In Process,France,Organic Search,0.23,Computer,Laptop,Windows,0,0,0.0,Electronics,29,1,1
9057,Male,9/23/2020,54917169,27,3,72.93,218.79,In Process,Germany,Social Media,6.36,Computer,Laptop,Windows,0,0,0.0,Electronics,20,5,1
5307,Male,9/24/2020,61774984,48,3,31.26,93.78,Completed,United States,Organic Search,6.43,Computer,Desktop,Linux,5,5,93.78,Electronics,47,6,1
3472,Male,9/25/2020,58216698,67,2,17.22,34.44,Completed,Canada,Organic Search,5.29,Computer,Desktop,Windows,4,5,34.44,Sports,16,9,0
8058,Female,9/25/2020,72241163,97,1,56.74,56.74,In Process,United Kingdom,Organic Search,3.4,Computer,Desktop,Mac,0,0,0.0,Home,39,2,0
7245,Male,9/26/2020,47469251,28,2,5.32,10.64,Completed,Japan,Organic Search,0.38,Computer,Desktop,Windows,3,4,10.64,Clothing,18,7,1
4669,Male,9/26/2020,51682679,60,3,91.28,273.84,Returned,India,Organic Search,8.83,Computer,Desktop,Linux,0,0,0.0,Electronics,14,1,1
4885,Male,9/26/2020,72015993,41,2,32.33,64.66,Returned,Japan,Organic Search,0.52,Computer,Desktop,Windows,0,0,0.0,Home,8,7,1
4528,Male,9/27/2020,31139918,91,3,67.48,202.44,Completed,France,Social Media,5.1,Mobile,Tablet,Windows,3,4,202.44,Home,9,4,0
4765,Female,9/28/2020,40303645,40,3,89.85,269.55,Completed,Brazil,Social Media,2.96,Computer,Desktop,Windows,2,5,269.55,Clothing,43,1,1
3991,Female,9/28/2020,47732229,59,1,79.57,79.57,Cancelled,Japan,Organic Search,4.4,Mobile,Tablet,Windows,0,0,0.0,Sports,30,6,1
9242,Male,9/29/2020,57563563,51,3,50.59,151.77,Returned,United Kingdom,Social Media,2.92,Computer,Laptop,Windows,0,0,0.0,Beauty,22,1,1
6593,Male,9/29/2020,54506760,31,2,43.5,87.0,In Process,Nigeria,Social Media,5.71,Computer,Desktop,Windows,0,0,0.0,Beauty,29,5,0
6527,Female,9/30/2020,99377739,17,2,18.86,37.72,Completed,Iran,Organic Search,0.29,Computer,Desktop,Windows,5,5,37.72,Home,32,9,1
6993,Male,10/01/2020,22254129,41,3,32.33,96.99,Completed,China,Organic Search,1.14,Computer,Laptop,Windows,4,4,96.99,Clothing,8,2,0
